,negative,positive,uncertainty,litigious,constraining,interesting,word
37254,True,False,False,False,False,False,INCOMPATIBILITIES
37255,True,False,False,False,False,False,INCOMPATIBILITY
37256,True,False,False,False,False,False,INCOMPATIBLE
37259,True,False,False,False,False,False,INCOMPETENCE
37262,True,False,False,False,False,False,INCOMPETENCY
37263,True,False,False,False,False,False,INCOMPETENT
37264,True,False,False,False,False,False,INCOMPETENTLY
37265,True,False,False,False,False,False,INCOMPETENTS
37266,True,False,False,False,False,False,INCOMPLETE
37267,True,False,False,False,False,False,INCOMPLETELY
37268,True,False,True,False,False,False,INCOMPLETENESS
37280,True,False,False,False,False,False,INCONCLUSIVE
37299,True,False,False,False,False,False,INCONSISTENCIES
37300,True,False,False,False,False,False,INCONSISTENCY
37301,True,False,False,False,False,False,INCONSISTENT
37302,True,False,False,False,False,False,INCONSISTENTLY
37314,False,False,False,True,False,False,INCONTESTABILITY
37315,False,False,False,True,False,False,INCONTESTABLE
37322,True,False,False,False,False,False,INCONVENIENCE
37324,True,False,False,False,False,False,INCONVENIENCES
37326,True,False,False,False,False,False,INCONVENIENT
37338,True,False,False,False,False,False,INCORRECT
37339,True,False,False,False,False,False,INCORRECTLY
37340,True,False,False,False,False,False,INCORRECTNESS
37352,False,False,False,False,False,True,INCREASES
37353,False,False,False,False,False,True,INCREASING
37357,False,True,False,False,False,True,INCREDIBLE
37358,False,True,False,False,False,False,INCREDIBLY
37414,False,False,False,False,False,True,INCURABLE
37426,False,False,False,False,True,False,INDEBTED
37431,True,False,False,False,False,False,INDECENCY
37432,True,False,False,False,False,False,INDECENT
37446,True,False,False,False,False,False,INDEFEASIBLE
37447,True,False,False,False,False,False,INDEFEASIBLY
37452,False,False,True,False,False,False,INDEFINITE
37453,False,False,True,False,False,False,INDEFINITELY
37454,False,False,True,False,False,False,INDEFINITENESS
37462,False,False,False,True,False,False,INDEMNIFIABLE
37463,False,False,False,True,False,False,INDEMNIFICATION
37464,False,False,False,True,False,False,INDEMNIFICATIONS
37465,False,False,False,True,False,False,INDEMNIFIED
37466,False,False,False,True,False,False,INDEMNIFIES
37467,False,False,False,True,False,False,INDEMNIFY
37468,False,False,False,True,False,False,INDEMNIFYING
37469,False,False,False,True,False,False,INDEMNITEE
37470,False,False,False,True,False,False,INDEMNITEES
37471,False,False,False,True,False,False,INDEMNITIES
37472,False,False,False,True,False,False,INDEMNITOR
37473,False,False,False,True,False,False,INDEMNITORS
37474,False,False,False,True,False,False,INDEMNITY
37499,False,False,True,False,False,False,INDETERMINABLE
37503,False,False,True,False,False,False,INDETERMINATE
37525,True,False,False,True,False,False,INDICT
37526,True,False,False,True,False,False,INDICTABLE
37527,True,False,False,True,False,False,INDICTED
37528,True,False,False,True,False,False,INDICTING
37529,True,False,False,True,False,False,INDICTMENT
37530,True,False,False,True,False,False,INDICTMENTS
37637,False,False,False,True,False,False,INDORSEES
37713,True,False,False,False,False,False,INEFFECTIVE
37714,True,False,False,False,False,False,INEFFECTIVELY
37715,True,False,False,False,False,False,INEFFECTIVENESS
37722,True,False,False,False,False,False,INEFFICIENCIES
37723,True,False,False,False,False,False,INEFFICIENCY
37724,True,False,False,False,False,False,INEFFICIENT
37725,True,False,False,False,False,False,INEFFICIENTLY
37732,True,False,False,False,False,False,INELIGIBILITY
37733,True,False,False,False,False,False,INELIGIBLE
37748,True,False,False,False,False,False,INEQUITABLE
37749,True,False,False,False,False,False,INEQUITABLY
37750,True,False,False,False,False,False,INEQUITIES
37751,True,False,False,False,False,False,INEQUITY
37769,True,False,False,False,False,False,INEVITABLE
37772,False,False,True,False,False,False,INEXACT
37774,False,False,True,False,False,False,INEXACTNESS
37791,True,False,False,False,False,False,INEXPERIENCE
37792,True,False,False,False,False,False,INEXPERIENCED
37838,False,False,False,False,False,True,INFECTION
37853,True,False,False,False,False,False,INFERIOR
37946,True,False,False,False,False,False,INFLICTED
37964,False,True,False,False,False,False,INFLUENTIAL
37977,False,False,False,True,False,False,INFORCE
37989,False,True,False,False,False,False,INFORMATIVE
38002,True,False,False,True,False,False,INFRACTION
38003,True,False,False,True,False,False,INFRACTIONS
38016,True,False,False,False,False,False,INFRINGE
38017,True,False,False,False,False,False,INFRINGED
38018,True,False,False,False,False,False,INFRINGEMENT
38019,True,False,False,False,False,False,INFRINGEMENTS
38020,False,False,False,True,False,False,INFRINGER
38022,True,False,False,False,False,False,INFRINGES
38023,True,False,False,False,False,False,INFRINGING
38044,False,True,False,False,False,False,INGENUITY
38119,False,False,False,False,True,False,INHIBIT
38120,True,False,False,False,True,False,INHIBITED
38121,False,False,False,False,True,False,INHIBITING
38127,False,False,False,False,True,False,INHIBITS
38137,True,False,False,False,False,False,INIMICAL
38182,True,False,False,True,False,False,INJUNCTION
38183,True,False,False,True,False,False,INJUNCTIONS
38184,False,False,False,True,False,False,INJUNCTIVE
38185,True,False,False,False,False,False,INJURE
38186,True,False,False,False,False,False,INJURED
38189,True,False,False,False,False,False,INJURES
38190,True,False,False,False,False,False,INJURIES
38191,True,False,False,False,False,False,INJURING
38192,True,False,False,False,False,False,INJURIOUS
38193,True,False,False,False,False,False,INJURY
38257,False,True,False,False,False,False,INNOVATE
38258,False,True,False,False,False,False,INNOVATED
38259,False,True,False,False,False,False,INNOVATES
38260,False,True,False,False,False,False,INNOVATING
38261,False,True,False,False,False,False,INNOVATION
38262,False,True,False,False,False,False,INNOVATIONS
38263,False,True,False,False,False,False,INNOVATIVE
38264,False,True,False,False,False,False,INNOVATIVENESS
38265,False,True,False,False,False,False,INNOVATOR
38266,False,True,False,False,False,False,INNOVATORS
38287,False,False,False,False,False,True,INOPERABLE
38291,True,False,False,False,False,False,INORDINATE
38292,True,False,False,False,False,False,INORDINATELY
38313,True,False,False,False,False,False,INQUIRY
38365,True,False,False,False,False,False,INSECURE
38380,True,False,False,False,False,False,INSENSITIVE
38412,False,True,False,False,False,False,INSIGHTFUL
38438,False,False,False,False,True,False,INSIST
38439,False,False,False,False,True,False,INSISTED
38440,False,False,False,False,True,False,INSISTENCE
38444,False,False,False,False,True,False,INSISTING
38446,False,False,False,False,True,False,INSISTS
38449,False,False,False,True,False,False,INSOFAR
38461,True,False,False,False,False,False,INSOLVENCIES
38462,True,False,False,False,False,False,INSOLVENCY
38463,True,False,False,False,False,False,INSOLVENT
38484,False,True,False,False,False,False,INSPIRATION
38485,False,True,False,False,False,False,INSPIRATIONAL
38496,False,False,True,False,False,False,INSTABILITIES
38497,True,False,True,False,False,False,INSTABILITY
38599,True,False,False,False,False,False,INSUBORDINATION
38606,True,False,False,False,False,False,INSUFFICIENCY
38607,True,False,False,False,False,False,INSUFFICIENT
38608,True,False,False,False,False,False,INSUFFICIENTLY
38649,True,False,False,False,False,False,INSURRECTION
38652,True,False,False,False,False,False,INSURRECTIONS
38662,False,False,True,False,False,False,INTANGIBLE
38663,False,False,True,False,False,False,INTANGIBLES
38680,False,True,False,False,False,False,INTEGRITY
38734,True,False,False,False,False,False,INTENTIONAL
38840,True,False,False,False,False,False,INTERFERE
38841,True,False,False,False,False,False,INTERFERED
38842,True,False,False,False,False,False,INTERFERENCE
38843,True,False,False,False,False,False,INTERFERENCES
38844,True,False,False,False,False,False,INTERFERES
38845,True,False,False,False,False,False,INTERFERING
38896,False,False,False,True,False,False,INTERLOCUTORY
38931,True,False,False,False,False,False,INTERMITTENT
38932,True,False,False,False,False,False,INTERMITTENTLY
38990,False,False,False,True,False,False,INTERPLEADER
38997,False,False,False,True,False,False,INTERPOSE
38998,False,False,False,True,False,False,INTERPOSED
38999,False,False,False,True,False,False,INTERPOSES
39000,False,False,False,True,False,False,INTERPOSING
39001,False,False,False,True,False,False,INTERPOSITION
39002,False,False,False,True,False,False,INTERPOSITIONS
39029,False,False,False,True,False,False,INTERROGATE
39030,False,False,False,True,False,False,INTERROGATED
39031,False,False,False,True,False,False,INTERROGATES
39032,False,False,False,True,False,False,INTERROGATING
39033,False,False,False,True,False,False,INTERROGATION
39034,False,False,False,True,False,False,INTERROGATIONS
39038,False,False,False,True,False,False,INTERROGATOR
39039,False,False,False,True,False,False,INTERROGATORIES
39040,False,False,False,True,False,False,INTERROGATORS
39041,False,False,False,True,False,False,INTERROGATORY
39042,True,False,False,False,False,False,INTERRUPT
39043,True,False,False,False,False,False,INTERRUPTED
39047,True,False,False,False,False,False,INTERRUPTING
39048,True,False,False,False,False,False,INTERRUPTION
39049,True,False,False,False,False,False,INTERRUPTIONS
39050,True,False,False,False,False,False,INTERRUPTS
39114,False,False,False,True,False,False,INTESTACY
39115,False,False,False,True,False,False,INTESTATE
39133,True,False,False,False,False,False,INTIMIDATION
39239,True,False,False,False,False,False,INTRUSION
39275,True,False,False,False,False,False,INVALID
39276,True,False,False,False,False,False,INVALIDATE
39277,True,False,False,False,False,False,INVALIDATED
39278,True,False,False,False,False,False,INVALIDATES
39279,True,False,False,False,False,False,INVALIDATING
39280,True,False,False,False,False,False,INVALIDATION
39287,True,False,False,False,False,False,INVALIDITY
39314,False,True,False,False,False,False,INVENT
39315,False,True,False,False,False,False,INVENTED
39316,False,True,False,False,False,False,INVENTING
39317,False,True,False,False,False,False,INVENTION
39318,False,True,False,False,False,False,INVENTIONS
39319,False,True,False,False,False,False,INVENTIVE
39321,False,True,False,False,False,False,INVENTIVENESS
39323,False,True,False,False,False,False,INVENTOR
39327,False,True,False,False,False,False,INVENTORS
39350,True,False,False,False,False,False,INVESTIGATE
39351,True,False,False,False,False,False,INVESTIGATED
39352,True,False,False,False,False,False,INVESTIGATES
39353,True,False,False,False,False,False,INVESTIGATING
39354,True,False,False,False,False,False,INVESTIGATION
39356,True,False,False,False,False,False,INVESTIGATIONS
39417,True,False,False,False,False,False,INVOLUNTARILY
39420,True,False,False,False,False,False,INVOLUNTARY
39527,True,False,False,False,False,False,IRRECONCILABLE
39528,True,False,False,False,False,False,IRRECONCILABLY
39529,True,False,False,False,False,False,IRRECOVERABLE
39530,True,False,False,False,False,False,IRRECOVERABLY
39538,True,False,False,False,False,False,IRREGULAR
39539,True,False,False,False,False,False,IRREGULARITIES
39540,True,False,False,False,False,False,IRREGULARITY
39541,True,False,False,False,False,False,IRREGULARLY
39553,True,False,False,False,False,False,IRREPARABLE
39554,True,False,False,False,False,False,IRREPARABLY
39579,True,False,False,False,False,False,IRREVERSIBLE
39581,False,False,False,True,False,False,IRREVOCABILITY
39582,False,False,False,True,True,False,IRREVOCABLE
39583,False,False,False,True,True,False,IRREVOCABLY
39933,True,False,False,False,False,False,JEOPARDIZE
39934,True,False,False,False,False,False,JEOPARDIZED
40138,False,False,False,True,False,False,JOINDER
40294,False,False,False,True,False,False,JUDICIAL
40295,False,False,False,True,False,False,JUDICIALLY
40296,False,False,False,True,False,False,JUDICIARIES
40297,False,False,False,True,False,False,JUDICIARY
40407,False,False,False,True,False,False,JURIES
40408,False,False,False,True,False,False,JURIS
40409,False,False,False,True,False,False,JURISDICTION
40410,False,False,False,True,False,False,JURISDICTIONAL
40411,False,False,False,True,False,False,JURISDICTIONALLY
40412,False,False,False,True,False,False,JURISDICTIONS
40413,False,False,False,True,False,False,JURISPRUDENCE
40415,False,False,False,True,False,False,JURIST
40417,False,False,False,True,False,False,JURISTS
40418,False,False,False,True,False,False,JUROR
40419,False,False,False,True,False,False,JURORS
40420,False,False,False,True,False,False,JURY
40421,False,False,False,True,False,False,JURYMAN
40428,False,False,False,True,False,False,JUSTICE
40429,False,False,False,True,False,False,JUSTICES
40430,True,False,False,False,False,False,JUSTIFIABLE
40642,True,False,False,False,False,False,KICKBACK
40643,True,False,False,False,False,False,KICKBACKS
40972,True,False,False,False,False,False,KNOWINGLY
41097,True,False,False,False,False,False,LACK
41100,True,False,False,False,False,False,LACKED
41103,True,False,False,False,False,False,LACKING
41104,True,False,False,False,False,False,LACKLUSTER
41106,True,False,False,False,False,False,LACKS
41164,True,False,False,False,False,False,LAG
41170,True,False,False,False,False,False,LAGGED
41171,True,False,False,False,False,False,LAGGING
41179,True,False,False,False,False,False,LAGS
41385,True,False,False,False,False,False,LAPSE
41386,True,False,False,False,False,False,LAPSED
41387,True,False,False,False,False,False,LAPSES
41388,True,False,False,False,False,False,LAPSING
41483,True,False,False,False,False,False,LATE
41569,True,False,False,False,False,False,LAUNDERING
41614,False,False,False,True,False,False,LAW
41619,False,False,False,True,False,False,LAWFUL
41620,False,False,False,True,False,False,LAWFULLY
41621,False,False,False,True,False,False,LAWFULNESS
41630,False,False,False,True,False,False,LAWMAKERS
41631,False,False,False,True,False,False,LAWMAKING
41641,False,False,False,True,False,False,LAWS
41642,False,False,False,True,False,False,LAWSUIT
41643,False,False,False,True,False,False,LAWSUITS
41644,False,False,False,True,False,False,LAWYER
41645,False,False,False,True,False,False,LAWYERS
41670,True,False,False,False,False,False,LAYOFF
41671,True,False,False,False,False,False,LAYOFFS
41710,False,True,False,False,False,False,LEADERSHIP
41712,False,True,False,False,False,False,LEADING
41886,False,False,False,True,False,False,LEGAL
41887,False,False,False,True,False,False,LEGALESE
41893,False,False,False,True,False,False,LEGALITY
41894,False,False,False,True,False,False,LEGALIZATION
41895,False,False,False,True,False,False,LEGALIZATIONS
41896,False,False,False,True,False,False,LEGALIZE
41897,False,False,False,True,False,False,LEGALIZED
41898,False,False,False,True,False,False,LEGALIZES
41899,False,False,False,True,False,False,LEGALIZING
41900,False,False,False,True,False,False,LEGALLY
41901,False,False,False,True,False,False,LEGALS
41903,False,False,False,True,False,False,LEGATEE
41904,False,False,False,True,False,False,LEGATEES
41940,False,False,False,True,False,False,LEGISLATE
41941,False,False,False,True,False,False,LEGISLATED
41942,False,False,False,True,False,False,LEGISLATES
41943,False,False,False,True,False,False,LEGISLATING
41944,False,False,False,True,False,False,LEGISLATION
41945,False,False,False,True,False,False,LEGISLATIONS
41946,False,False,False,True,False,False,LEGISLATIVE
41947,False,False,False,True,False,False,LEGISLATIVELY
41948,False,False,False,True,False,False,LEGISLATOR
41949,False,False,False,True,False,False,LEGISLATORS
41950,False,False,False,True,False,False,LEGISLATURE
41951,False,False,False,True,False,False,LEGISLATURES
42063,False,False,False,False,False,True,LESIONS
42190,False,False,False,True,False,False,LIBEL
42191,False,False,False,True,False,False,LIBELED
42200,False,False,False,True,False,False,LIBELOUS
42201,False,False,False,True,False,False,LIBELS
42250,False,False,False,True,False,False,LICENSABLE
42285,True,False,False,False,False,False,LIE
42295,False,False,False,True,False,False,LIENHOLDERS
42297,False,False,False,False,False,True,LIES
42412,False,False,True,False,False,False,LIKELIHOOD
42464,False,False,False,False,True,False,LIMIT
42465,True,False,False,False,False,False,LIMITATION
42466,True,False,False,False,False,False,LIMITATIONS
42470,False,False,False,False,True,False,LIMITING
42474,False,False,False,False,True,False,LIMITS
42542,True,False,False,False,False,False,LINGERING
42623,True,False,False,False,False,False,LIQUIDATE
42624,True,False,False,False,False,False,LIQUIDATED
42625,True,False,False,False,False,False,LIQUIDATES
42626,True,False,False,False,False,False,LIQUIDATING
42627,True,False,False,False,False,False,LIQUIDATION
42628,True,False,False,False,False,False,LIQUIDATIONS
42629,True,False,False,False,False,False,LIQUIDATOR
42630,True,False,False,False,False,False,LIQUIDATORS
42724,True,False,False,True,False,False,LITIGANT
42725,True,False,False,True,False,False,LITIGANTS
42726,True,False,False,True,False,False,LITIGATE
42727,True,False,False,True,False,False,LITIGATED
42728,True,False,False,True,False,False,LITIGATES
42729,True,False,False,True,False,False,LITIGATING
42730,True,False,False,True,False,False,LITIGATION
42731,True,False,False,True,False,False,LITIGATIONS
42732,False,False,False,True,False,False,LITIGATOR
42733,False,False,False,True,False,False,LITIGATORS
42734,False,False,False,True,False,False,LITIGIOUS
42735,False,False,False,True,False,False,LITIGIOUSNESS
42917,True,False,False,False,False,False,LOCKOUT
42918,True,False,False,False,False,False,LOCKOUTS
43172,True,False,False,False,False,False,LOSE
43175,True,False,False,False,False,False,LOSES
43176,True,False,False,False,False,False,LOSING
43178,True,False,False,False,False,False,LOSS
43179,True,False,False,False,False,False,LOSSES
43181,True,False,False,False,False,False,LOST
43299,False,True,False,False,False,False,LOYAL
43355,False,True,False,False,False,False,LUCRATIVE
43548,True,False,False,False,False,False,LYING
43880,False,False,False,True,False,False,MAJEURE
43949,True,False,False,False,False,False,MALFEASANCE
43954,True,False,False,False,False,False,MALFUNCTION
43955,True,False,False,False,False,False,MALFUNCTIONED
43956,True,False,False,False,False,False,MALFUNCTIONING
43957,True,False,False,False,False,False,MALFUNCTIONS
43958,True,False,False,False,False,False,MALICE
43960,True,False,False,False,False,False,MALICIOUS
43961,True,False,False,False,False,False,MALICIOUSLY
43965,False,False,False,False,False,True,MALIGNANCIES
43967,False,False,False,False,False,True,MALIGNANT
43997,True,False,False,False,False,False,MALPRACTICE
44064,False,False,False,True,False,False,MANDAMUS
44068,False,False,False,False,True,False,MANDATE
44069,False,False,False,False,True,False,MANDATED
44070,False,False,False,False,True,False,MANDATES
44071,False,False,False,False,True,False,MANDATING
44073,False,False,False,False,True,False,MANDATORY
44077,False,False,False,False,True,False,MANDITORILY
44170,True,False,False,False,False,False,MANIPULATE
44171,True,False,False,False,False,False,MANIPULATED
44172,True,False,False,False,False,False,MANIPULATES
44173,True,False,False,False,False,False,MANIPULATING
44174,True,False,False,False,False,False,MANIPULATION
44175,True,False,False,False,False,False,MANIPULATIONS
44176,True,False,False,False,False,False,MANIPULATIVE
44311,False,False,False,False,False,True,MARCH
44376,True,False,False,False,False,False,MARKDOWN
44377,True,False,False,False,False,False,MARKDOWNS
44796,False,False,True,False,False,False,MAY
44797,False,False,True,False,False,False,MAYBE
44954,False,False,False,True,False,False,MEDIATE
44955,False,False,False,True,False,False,MEDIATED
44956,False,False,False,True,False,False,MEDIATES
44957,False,False,False,True,False,False,MEDIATING
44958,False,False,False,True,False,False,MEDIATION
44959,False,False,False,True,False,False,MEDIATIONS
44960,False,False,False,True,False,False,MEDIATOR
44961,False,False,False,True,False,False,MEDIATORS
45318,False,True,False,False,False,False,MERITORIOUS
45770,False,False,True,False,False,False,MIGHT
45777,False,False,False,False,False,True,MIGHTY
46177,True,False,False,False,False,False,MISAPPLICATION
46178,True,False,False,False,False,False,MISAPPLICATIONS
46179,True,False,False,False,False,False,MISAPPLIED
46180,True,False,False,False,False,False,MISAPPLIES
46181,True,False,False,False,False,False,MISAPPLY
46182,True,False,False,False,False,False,MISAPPLYING
46189,True,False,False,False,False,False,MISAPPROPRIATE
46190,True,False,False,False,False,False,MISAPPROPRIATED
46191,True,False,False,False,False,False,MISAPPROPRIATES
46192,True,False,False,False,False,False,MISAPPROPRIATING
46193,True,False,False,False,False,False,MISAPPROPRIATION
46194,True,False,False,False,False,False,MISAPPROPRIATIONS
46202,True,False,False,False,False,False,MISBRANDED
46204,True,False,False,False,False,False,MISCALCULATE
46205,True,False,False,False,False,False,MISCALCULATED
46206,True,False,False,False,False,False,MISCALCULATES
46207,True,False,False,False,False,False,MISCALCULATING
46208,True,False,False,False,False,False,MISCALCULATION
46209,True,False,False,False,False,False,MISCALCULATIONS
46231,True,False,False,False,False,False,MISCHARACTERIZATION
46233,True,False,False,False,False,False,MISCHIEF
46242,True,False,False,False,False,False,MISCLASSIFICATION
46243,True,False,False,False,False,False,MISCLASSIFICATIONS
46244,True,False,False,False,False,False,MISCLASSIFIED
46245,True,False,False,False,False,False,MISCLASSIFY
46246,True,False,False,False,False,False,MISCOMMUNICATION
46253,True,False,False,False,False,False,MISCONDUCT
46273,True,False,False,False,False,False,MISDATED
46280,True,False,False,True,False,False,MISDEMEANOR
46281,True,False,False,False,False,False,MISDEMEANORS
46291,True,False,False,False,False,False,MISDIRECTED
46312,False,False,False,True,False,False,MISFEASANCE
46343,True,False,False,False,False,False,MISHANDLE
46344,True,False,False,False,False,False,MISHANDLED
46345,True,False,False,False,False,False,MISHANDLES
46346,True,False,False,False,False,False,MISHANDLING
46359,True,False,False,False,False,False,MISINFORM
46360,True,False,False,False,False,False,MISINFORMATION
46362,True,False,False,False,False,False,MISINFORMED
46363,True,False,False,False,False,False,MISINFORMING
46364,True,False,False,False,False,False,MISINFORMS
46365,True,False,False,False,False,False,MISINTERPRET
46366,True,False,False,False,False,False,MISINTERPRETATION
46367,True,False,False,False,False,False,MISINTERPRETATIONS
46368,True,False,False,False,False,False,MISINTERPRETED
46369,True,False,False,False,False,False,MISINTERPRETING
46370,True,False,False,False,False,False,MISINTERPRETS
46371,True,False,False,False,False,False,MISJUDGE
46372,True,False,False,False,False,False,MISJUDGED
46373,True,False,False,False,False,False,MISJUDGES
46374,True,False,False,False,False,False,MISJUDGING
46375,True,False,False,False,False,False,MISJUDGMENT
46376,True,False,False,False,False,False,MISJUDGMENTS
46377,True,False,False,False,False,False,MISLABEL
46378,True,False,False,False,False,False,MISLABELED
46379,True,False,False,False,False,False,MISLABELING
46380,True,False,False,False,False,False,MISLABELLED
46382,True,False,False,False,False,False,MISLABELS
46387,True,False,False,False,False,False,MISLEAD
46388,True,False,False,False,False,False,MISLEADING
46389,True,False,False,False,False,False,MISLEADINGLY
46390,True,False,False,False,False,False,MISLEADS
46391,True,False,False,False,False,False,MISLED
46392,True,False,False,False,False,False,MISMANAGE
46393,True,False,False,False,False,False,MISMANAGED
46394,True,False,False,False,False,False,MISMANAGEMENT
46396,True,False,False,False,False,False,MISMANAGES
46397,True,False,False,False,False,False,MISMANAGING
46398,True,False,False,False,False,False,MISMATCH
46399,True,False,False,False,False,False,MISMATCHED
46400,True,False,False,False,False,False,MISMATCHES
46401,True,False,False,False,False,False,MISMATCHING
46421,True,False,False,False,False,False,MISPLACED
46431,True,False,False,False,False,False,MISPRICE
46433,True,False,False,False,False,False,MISPRICING
46434,True,False,False,False,False,False,MISPRICINGS
46461,True,False,False,False,False,False,MISREPRESENT
46462,True,False,False,False,False,False,MISREPRESENTATION
46463,True,False,False,False,False,False,MISREPRESENTATIONS
46464,True,False,False,False,False,False,MISREPRESENTED
46465,True,False,False,False,False,False,MISREPRESENTING
46466,True,False,False,False,False,False,MISREPRESENTS
46471,True,False,False,False,False,False,MISS
46474,True,False,False,False,False,False,MISSED
46475,True,False,False,False,False,False,MISSES
46513,True,False,False,False,False,False,MISSTATE
46514,True,False,False,False,False,False,MISSTATED
46515,True,False,False,False,False,False,MISSTATEMENT
46516,True,False,False,False,False,False,MISSTATEMENTS
46517,True,False,False,False,False,False,MISSTATES
46518,True,False,False,False,False,False,MISSTATING
46519,True,False,False,False,False,False,MISSTEP
46520,True,False,False,False,False,False,MISSTEPS
46525,True,False,False,False,False,False,MISTAKE
46526,True,False,False,False,False,False,MISTAKEN
46527,True,False,False,False,False,False,MISTAKENLY
46528,True,False,False,False,False,False,MISTAKES
46529,True,False,False,False,False,False,MISTAKING
46556,True,False,False,True,False,False,MISTRIAL
46557,True,False,False,True,False,False,MISTRIALS
46566,True,False,False,False,False,False,MISUNDERSTAND
46567,True,False,False,False,False,False,MISUNDERSTANDING
46568,True,False,False,False,False,False,MISUNDERSTANDINGS
46570,True,False,False,False,False,False,MISUNDERSTOOD
46571,True,False,False,False,False,False,MISUSE
46572,True,False,False,False,False,False,MISUSED
46573,True,False,False,False,False,False,MISUSES
46574,True,False,False,False,False,False,MISUSING
47015,True,False,False,False,False,False,MONOPOLISTIC
47016,True,False,False,False,False,False,MONOPOLISTS
47017,True,False,False,False,False,False,MONOPOLIZATION
47019,True,False,False,False,False,False,MONOPOLIZE
47020,True,False,False,False,False,False,MONOPOLIZED
47023,True,False,False,False,False,False,MONOPOLIZES
47024,True,False,False,False,False,False,MONOPOLIZING
47025,True,False,False,False,False,False,MONOPOLY
47174,True,False,False,False,False,False,MORATORIA
47175,True,False,False,False,False,False,MORATORIUM
47176,True,False,False,False,False,False,MORATORIUMS
47193,False,False,False,True,False,False,MOREOVER
47245,False,False,False,False,False,True,MORTGAGEE
47305,True,False,False,False,False,False,MOTHBALLED
47306,True,False,False,False,False,False,MOTHBALLING
47338,False,False,False,True,False,False,MOTIONS
47959,False,False,False,True,False,False,MUTANDIS
48368,False,False,True,False,False,False,NEARLY
48398,False,False,False,False,True,False,NECESSITATE
48399,False,False,False,False,True,False,NECESSITATED
48400,False,False,False,False,True,False,NECESSITATES
48401,False,False,False,False,True,False,NECESSITATING
48475,True,False,False,False,False,False,NEGATIVE
48477,True,False,False,False,False,False,NEGATIVELY
48480,True,False,False,False,False,False,NEGATIVES
48486,True,False,False,False,False,False,NEGLECT
48487,True,False,False,False,False,False,NEGLECTED
48488,True,False,False,False,False,False,NEGLECTFUL
48492,True,False,False,False,False,False,NEGLECTING
48493,True,False,False,False,False,False,NEGLECTS
48497,True,False,False,False,False,False,NEGLIGENCE
48498,True,False,False,False,False,False,NEGLIGENCES
48499,True,False,False,False,False,False,NEGLIGENT
48500,True,False,False,False,False,False,NEGLIGENTLY
49049,False,False,False,True,False,False,NOLO
49113,False,False,False,True,False,False,NONAPPEALABLE
49117,False,False,True,False,False,False,NONASSESSABLE
49120,True,False,False,False,False,False,NONATTAINMENT
49141,False,False,False,True,False,False,NONBREACHING
49148,False,False,False,False,True,False,NONCANCELABLE
49149,False,False,False,False,True,False,NONCANCELLABLE
49185,True,False,False,False,False,False,NONCOMPETITIVE
49186,True,False,False,False,False,False,NONCOMPLIANCE
49187,True,False,False,False,False,False,NONCOMPLIANCES
49188,True,False,False,False,False,False,NONCOMPLIANT
49189,True,False,False,False,False,False,NONCOMPLYING
49198,True,False,False,False,False,False,NONCONFORMING
49201,True,False,False,False,False,False,NONCONFORMITIES
49202,True,False,False,False,False,False,NONCONFORMITY
49212,False,False,False,True,False,False,NONCONTINGENT
49214,False,False,False,True,False,False,NONCONTRACT
49215,False,False,False,True,False,False,NONCONTRACTUAL
49217,False,False,False,True,False,False,NONCONTRIBUTORY
49263,True,False,False,False,False,False,NONDISCLOSURE
49329,False,False,False,True,False,False,NONFEASANCE
49334,False,False,False,True,False,False,NONFIDUCIARY
49343,False,False,False,True,False,False,NONFORFEITABILITY
49344,False,False,False,True,False,False,NONFORFEITABLE
49345,False,False,False,True,False,False,NONFORFEITURE
49349,True,False,False,False,False,False,NONFUNCTIONAL
49357,False,False,False,True,False,False,NONGUARANTOR
49376,False,False,False,True,False,False,NONINFRINGEMENT
49377,False,False,False,True,False,False,NONINFRINGING
49396,False,False,False,True,False,False,NONJUDICIAL
49397,False,False,False,True,False,False,NONJUDICIALLY
49398,False,False,False,True,False,False,NONJURISDICTIONAL
49460,True,False,False,False,False,False,NONPAYMENT
49461,True,False,False,False,False,False,NONPAYMENTS
49464,True,False,False,False,False,False,NONPERFORMANCE
49465,True,False,False,False,False,False,NONPERFORMANCES
49466,True,False,False,False,False,False,NONPERFORMING
49491,True,False,False,False,False,False,NONPRODUCING
49493,True,False,False,False,False,False,NONPRODUCTIVE
49522,True,False,False,False,False,False,NONRECOVERABLE
49536,True,False,False,False,False,False,NONRENEWAL
49571,False,False,False,True,False,False,NONSEVERABLE
49623,False,False,False,True,False,False,NONTERMINABLE
49642,False,False,False,True,False,False,NONUSURIOUS
49773,False,False,False,True,False,False,NOTARIAL
49774,False,False,False,True,False,False,NOTARIES
49775,False,False,False,True,False,False,NOTARIZATION
49776,False,False,False,True,False,False,NOTARIZATIONS
49777,False,False,False,True,False,False,NOTARIZE
49778,False,False,False,True,False,False,NOTARIZED
49780,False,False,False,True,False,False,NOTARIZING
49781,False,False,False,True,False,False,NOTARY
49834,False,False,False,True,False,False,NOTWITHSTANDING
49875,False,False,False,True,False,False,NOVO
49935,True,False,False,False,False,False,NUISANCE
49936,True,False,False,False,False,False,NUISANCES
49942,True,False,False,True,False,False,NULLIFICATION
49943,True,False,False,True,False,False,NULLIFICATIONS
49944,True,False,False,True,False,False,NULLIFIED
49945,True,False,False,True,False,False,NULLIFIES
49946,True,False,False,True,False,False,NULLIFY
